Year,Afghanistan,Africa,Albania,Algeria,Americas (other),Andorra,Angola,Anguilla,Antarctic Fisheries,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia and Pacific (other),Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Czechoslovakia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,EU-28,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Europe (other),Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgysztan,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (country),Middle East,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Reunion,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,World,Yemen,Zambia,Zimbabwe
1864,0,0,0,0,4884112,0,0,0,0,0,0,0,0,6129872,1810016,97942384,0,0,0,0,0,0,349937648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4880448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7478224,0,9577696,0,0,0,8052482720,0,0,0,0,0,0,0,20932432,0,0,0,307776,823069968,0,0,0,0,0,727007216,0,0,0,0,0,0,0,0,0,0,0,0,0,11233824,0,4319856,0,0,0,395712,0,4601984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77035600,0,0,0,0,0,0,0,5287152,0,0,0,0,0,0,0,0,0,158746464,0,0,0,54960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20815184,0,0,0,0,9574032,2590448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5762182272,764973584,0,0,0,0,0,0,8847889488,0,0,0
1865,0,0,0,0,5902704,0,0,0,0,0,0,0,0,7177776,2231376,103295488,0,0,0,0,0,0,368997776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5899040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10819792,0,10592624,0,0,0,8418428384,0,0,0,0,0,0,0,26322176,0,0,0,370064,872372752,0,0,0,0,0,790475024,0,0,0,0,0,0,0,0,0,0,0,0,0,12490576,0,4946400,0,0,0,395712,0,5873392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150224,0,0,0,0,0,0,0,0,0,0,80882800,0,0,0,0,0,0,0,5759808,0,0,0,0,0,0,0,0,0,171167424,0,0,0,69616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23119840,0,0,0,0,10654912,3286608,0,0,0,0,0,0,0,0,0,0,150224,0,0,0,0,0,0,5967670384,823795440,0,0,0,0,0,0,9280256144,0,0,0
1866,0,0,0,0,7144800,0,0,0,0,0,0,0,0,8581088,2927536,106889872,0,0,0,0,0,0,389527168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7141136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14776912,0,11530608,0,0,0,8794457376,0,0,0,0,0,0,0,34240080,0,0,0,439680,925933104,0,0,0,0,0,853382240,0,0,0,0,0,0,0,0,0,0,0,0,0,13919536,0,5653552,0,0,0,395712,0,7349984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359072,0,0,0,0,0,0,0,0,0,0,85100064,0,0,0,0,0,0,0,6280096,0,0,0,0,0,0,0,0,0,183320912,0,0,0,87936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25409840,0,0,0,0,11768768,3975440,0,0,0,0,0,0,0,0,0,0,359072,0,0,0,0,0,0,6179401952,883027664,0,0,0,0,0,0,9726293184,0,0,0
1867,0,0,0,0,8738640,0,0,0,0,0,0,0,0,11428016,3821552,111803296,0,0,0,0,0,0,411760320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8734976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19345920,0,12446608,0,0,0,9187666864,0,0,0,0,0,0,0,43264512,0,0,0,501968,980211600,0,0,0,0,0,922536576,0,0,168544,0,0,0,0,0,0,0,0,0,0,15608640,0,5653552,0,0,0,395712,0,8819248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586240,0,0,0,0,0,0,0,0,0,0,89141456,0,0,0,0,0,0,0,6899312,0,0,0,0,0,0,0,0,0,196613904,0,0,0,109920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27967312,0,0,0,0,12805680,4649616,0,0,0,0,0,0,0,0,0,0,586240,0,0,0,0,0,0,6396776080,955893632,0,0,0,0,0,0,10204108096,0,0,0
1868,0,0,0,0,9680288,0,0,0,0,0,0,0,0,14025792,4554352,117874544,0,0,0,0,0,0,431861024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9680288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24530480,0,13531152,0,0,0,9584983696,0,0,0,0,0,0,0,52486800,0,0,0,589904,1035743184,0,0,0,0,0,996904784,0,0,252816,0,0,0,0,0,0,0,0,0,0,17414992,0,5653552,0,0,0,395712,0,10515680,0,10992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762112,0,0,0,0,0,0,0,0,0,0,93380704,0,0,0,0,0,0,0,7533184,0,0,0,0,0,0,0,0,0,211731568,0,0,0,135568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30627376,0,0,0,0,14029456,5419056,0,0,0,0,0,0,0,0,0,0,762112,0,0,0,0,0,0,6609995232,1038245696,0,0,0,0,0,0,10694860592,0,0,0
1869,0,0,0,0,10365456,0,0,0,0,0,0,0,0,16759136,5195552,124359824,0,0,0,0,0,0,453511600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10365456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30330592,0,14476464,0,0,0,10000140544,0,0,0,0,0,0,0,63149040,0,0,0,659520,1092685408,0,0,0,0,0,1074497312,0,0,447008,0,0,0,0,0,0,0,0,0,0,19378896,0,5653552,0,0,0,395712,0,12387984,0,29312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029584,0,0,0,0,0,0,0,0,0,0,97751856,0,0,0,0,0,0,0,8086448,0,0,0,0,0,0,0,0,0,227343872,0,0,0,161216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33265456,0,0,0,0,15117664,6162848,0,0,0,0,0,0,0,0,0,0,1029584,0,0,0,0,0,0,6833700752,1131941504,0,0,0,0,0,0,11215991312,0,0,0
1870,0,0,0,0,11589232,0,0,0,0,0,0,0,0,19400880,5796448,131724464,0,0,0,0,0,0,478258256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11589232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36746256,0,15619632,0,0,0,10420240128,0,0,0,0,0,0,0,74965440,0,0,0,751120,1143222960,0,0,0,0,0,1151137200,0,0,648528,0,0,0,0,0,0,0,0,0,0,21500352,0,5653552,0,0,0,395712,0,15066368,0,47632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187136,0,0,0,0,0,0,0,0,0,0,102694592,0,0,0,0,0,0,0,8716656,0,0,0,0,0,0,0,0,0,244007744,21984,0,0,197856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36339552,0,0,0,0,16458688,7060528,0,0,0,0,0,0,0,0,0,0,1187136,0,0,0,0,0,0,7062195120,1230561728,0,0,0,0,0,0,11748528064,0,0,0
1871,0,0,0,0,13369936,0,0,0,0,0,0,0,0,22522608,6488944,141866416,0,0,0,0,0,0,501975328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13369936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43777472,0,16806768,0,0,0,10866683872,0,0,0,0,0,0,0,88954592,0,0,0,864704,1193485712,0,0,0,0,0,1236486416,0,0,945312,0,0,0,0,0,0,0,0,0,0,24131104,0,5653552,0,0,0,395712,0,17374688,0,73280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384992,0,0,0,0,0,0,0,0,0,0,107673968,0,0,0,0,0,0,0,9328544,0,0,0,0,0,0,0,0,0,262979936,58624,0,0,238160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39278080,0,0,0,0,17891312,8170720,0,0,0,0,0,0,0,0,0,0,1384992,0,0,0,0,0,0,7304231632,1333582416,0,0,0,0,0,0,12314671024,0,0,0
1872,0,0,0,0,15216592,0,0,0,0,0,0,0,0,25944784,7196096,151872800,0,0,0,0,0,0,527564704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15216592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51420576,0,17946272,0,0,0,11348976192,0,0,0,0,0,0,0,103889056,0,0,0,956304,1254410704,0,0,0,0,0,1328595712,0,0,1121184,0,0,0,0,0,0,0,0,0,0,26926736,0,5653552,0,0,0,395712,0,20349856,0,106256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630480,0,0,0,0,0,0,0,0,0,0,113005088,0,0,0,0,0,0,0,9984400,0,0,0,0,0,0,0,0,0,283611920,578912,0,0,278464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42539040,0,0,0,0,19602400,9445792,0,0,0,0,0,0,0,0,0,0,1630480,0,0,0,0,0,0,7559220384,1459887824,0,0,0,0,0,0,12941042816,0,0,0
1873,0,0,0,0,16828752,0,0,0,0,0,0,0,0,29839616,8064464,162600992,0,0,0,0,0,0,555671248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16825088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59679232,0,19096768,0,0,0,11856938496,0,0,0,0,0,0,0,119087328,0,0,0,1044240,1320260112,0,0,0,0,0,1426963120,0,0,1315376,0,0,0,0,0,0,0,0,0,0,29843280,0,5653552,0,0,0,395712,0,23119840,0,146560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1868640,0,0,0,0,0,0,0,0,0,0,118145680,0,0,0,0,0,0,0,10643920,0,0,0,0,0,0,0,0,0,305962320,1304384,0,0,322432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45675424,0,0,0,0,21339136,10684224,0,0,0,0,0,0,0,0,0,0,1868640,0,0,0,0,0,0,7823878432,1599394624,0,0,0,0,0,0,13606461856,0,0,0
1874,0,0,0,0,18448240,0,0,0,0,0,0,0,0,34012912,8954816,171753664,0,0,0,0,0,0,581586720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18448240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68553440,0,20338864,0,0,0,12325307616,0,0,0,0,0,0,0,136058976,0,0,0,1168816,1382903520,0,0,0,0,0,1498557680,0,0,1465600,0,0,0,0,0,0,0,0,0,0,32400752,0,5653552,0,0,0,395712,0,26116992,0,732800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125120,0,0,0,0,0,0,0,0,0,0,122886896,0,0,0,0,0,0,0,11460992,0,0,0,0,0,0,0,0,0,330459824,1835664,0,0,366400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48793488,0,0,0,0,23211440,11853040,0,0,0,0,0,0,0,0,0,0,2125120,0,0,0,0,0,0,8081065584,1733691216,0,0,0,0,0,0,14229459104,0,0,0
1875,0,0,0,0,20324208,0,0,0,0,0,0,0,0,39307392,9782880,179612944,0,0,0,0,0,0,608517120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78043200,0,21797136,0,0,0,12842030544,0,0,0,0,0,0,0,154888272,0,0,0,1253088,1448163024,0,0,0,0,0,1600076128,0,0,1630480,0,0,0,0,0,0,0,0,0,0,35035168,0,5653552,0,0,0,395712,0,29183760,0,2172752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2476864,0,0,0,0,0,0,0,0,0,0,128305952,0,0,0,0,0,0,0,12486912,0,0,0,0,0,0,0,0,0,354517648,3004480,0,0,414032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52083760,0,0,0,0,25486784,13131776,0,0,0,0,0,0,0,0,0,0,2476864,0,0,0,0,0,0,8352553328,1869438752,0,0,0,0,0,0,14905258256,0,0,0
1876,0,0,0,0,22181856,0,0,0,0,0,0,0,0,44993920,10713536,187703056,0,0,0,0,0,0,634835632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22181856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94446928,0,23339680,0,0,0,13362754560,0,0,0,0,0,0,0,182426896,0,0,0,1348352,1513521456,0,0,0,0,0,1703514512,0,0,1630480,0,0,0,0,0,0,0,0,0,0,37797824,0,5653552,0,0,0,395712,0,33291104,0,3576064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751664,0,0,0,0,0,0,0,0,0,0,134516432,0,0,0,0,0,0,0,13391920,0,0,0,0,0,0,0,0,0,379106752,4151312,0,0,461664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55652496,0,0,0,0,27916016,14626688,0,0,0,0,0,0,0,0,0,0,2751664,0,0,0,0,0,0,8623572080,2002258752,0,0,0,0,0,0,15590810976,0,0,0
1877,0,0,0,0,24204384,0,0,0,0,0,0,0,0,51068832,11779760,194987088,0,0,0,0,0,0,659886400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24204384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111682384,0,24863904,0,0,0,13881060336,0,0,0,0,0,0,0,211222272,0,0,0,1461936,1577447264,0,0,0,0,0,1804816784,0,0,1630480,0,0,0,0,0,0,0,0,0,0,40685056,0,5653552,0,0,0,395712,0,37094336,0,4865792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198672,0,0,0,0,0,0,0,0,0,0,140825840,0,0,0,0,0,0,0,14612032,0,0,0,0,0,0,0,0,0,402241248,4821824,0,0,509296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59433744,0,0,0,0,30488144,16044656,0,0,0,0,0,0,0,0,0,0,3198672,0,0,0,0,0,0,8899471280,2149434304,0,0,0,0,0,0,16289909504,0,0,0
1878,0,0,0,0,26138976,0,0,0,0,0,0,0,0,56678416,12747056,202227152,0,0,0,0,0,0,687124576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26138976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129749568,0,26311184,0,0,0,14402161744,0,0,0,0,0,0,0,243395856,0,0,0,1590176,1642670128,0,0,0,0,0,1909361696,0,0,1630480,0,0,0,0,0,0,0,0,0,0,43561296,0,7606464,0,0,0,395712,0,40879248,0,6723440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3524768,0,0,0,0,0,0,0,0,0,0,147512640,0,355408,0,0,0,0,0,15700240,0,0,0,0,0,0,0,0,0,426573872,5463024,0,0,556928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63189344,0,0,0,0,32668224,17400336,0,0,0,0,0,0,0,0,0,0,3524768,0,0,0,0,0,0,9170446064,2293337904,0,0,0,0,0,0,16994474720,0,0,0
1879,0,0,0,0,28322720,0,0,0,0,0,0,0,0,63955120,14201664,211090368,0,0,0,0,0,0,714857392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28322720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149165104,0,27945328,0,0,0,14939326128,0,0,0,0,0,0,0,277364800,0,0,0,1667120,1710168336,0,0,0,0,0,2020208688,0,0,1634144,0,0,0,0,0,0,0,0,0,0,46430208,0,9460448,0,0,0,395712,0,45235744,0,9039088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3649344,0,0,0,0,0,0,0,0,0,0,154723392,0,861040,0,0,0,0,0,16843408,0,0,0,0,0,0,0,0,0,453060928,6170176,0,0,604560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67161120,0,0,0,0,34881280,18847616,0,0,0,0,0,0,0,0,0,0,3649344,0,0,0,0,0,0,9443091632,2468806864,0,0,0,0,0,0,17749511536,0,0,0
1880,0,0,0,0,33554912,0,0,0,0,0,0,0,0,72331024,16407392,234737824,0,0,0,0,0,0,745283248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169734800,0,29806640,0,0,0,15544358784,0,0,0,0,0,0,0,314884160,0,0,0,1766048,1786317248,0,0,0,0,0,2144711408,0,0,1634144,0,0,0,0,0,0,0,0,0,0,49742464,0,11534272,0,0,0,747456,0,50303056,0,11387712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3788576,0,0,0,0,0,0,0,0,0,0,162696256,0,1516896,0,0,0,0,0,18092832,0,0,0,0,0,0,0,0,0,479408752,7049536,0,0,652192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71576240,0,0,0,0,37709888,20518400,0,0,0,0,0,0,0,0,0,0,3788576,0,0,0,0,0,0,9740216384,2667490928,0,0,0,0,0,0,18603403072,0,0,0
1881,0,0,0,0,39142512,0,0,0,0,0,0,0,0,81164928,18173440,245051984,0,0,0,0,0,0,775914288,0,0,0,0,0,0,0,0,0,0,0,3664,0,0,0,0,39146176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191458656,0,31777872,0,0,0,16164681312,0,0,0,0,0,0,0,354250176,0,0,0,1864976,1864301824,0,0,0,0,0,2278975024,0,0,1634144,0,0,0,0,0,0,0,0,0,0,53292880,0,13556800,0,0,0,1099200,0,56260720,0,13802288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971776,0,0,0,0,0,0,0,0,0,0,170724080,0,2253360,0,0,0,0,0,19386224,0,0,0,0,0,0,0,0,0,505639328,7939888,0,0,703488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76507984,0,0,0,0,40461552,22082928,0,0,0,0,0,0,0,0,0,0,3971776,0,0,0,0,0,0,10052528416,2877683616,0,0,0,0,0,0,19485991056,0,0,0
1882,0,0,0,0,45756032,0,0,0,0,0,0,0,0,90544768,20184976,255651936,0,0,0,0,0,0,808351680,0,0,0,0,0,0,0,0,0,0,0,7328,0,0,0,0,45763360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213673488,0,33892000,0,0,0,16805965584,0,0,0,0,0,0,0,395169728,0,0,0,1985888,1946609920,0,0,0,0,0,2422640464,0,0,1634144,0,0,0,0,0,0,0,0,0,0,56876272,0,15960384,0,0,0,1099200,0,62533488,0,16315792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125664,0,0,0,0,0,0,0,0,0,0,178854496,0,3081424,0,0,0,0,0,20800528,0,0,0,0,0,0,0,0,0,532884832,9024432,0,0,926992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81890400,0,0,0,0,43608928,23812336,0,0,0,0,0,0,0,0,0,0,4125664,0,0,0,0,0,0,10367493184,3113077296,0,0,0,0,0,0,20418119984,0,0,0
1883,0,0,0,0,53186624,0,0,0,0,0,0,0,0,100591456,22610544,267413376,0,0,0,0,0,0,842734656,0,0,0,0,0,0,0,0,0,0,0,14656,0,0,0,0,53193952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237401552,0,36321232,0,0,0,17482138464,0,0,0,0,0,0,0,440050064,0,0,0,2103136,2032930096,0,0,0,0,0,2575733376,0,0,1637808,0,0,0,0,0,0,0,0,0,0,60954304,0,18642432,0,0,0,1099200,0,69179984,0,19027152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4286880,0,0,0,0,0,0,0,0,0,0,187864272,0,4008416,0,0,0,0,0,22324752,0,0,0,0,0,0,0,0,0,562812384,10163936,0,0,1333696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87793104,0,0,0,0,46825920,25724944,0,0,0,0,0,0,0,0,0,0,4286880,0,0,0,0,0,0,10695223328,3366959520,0,0,0,0,0,0,21409393200,0,0,0
1884,0,21984,0,0,61789696,0,0,0,0,0,0,0,0,112752272,25182672,278874368,0,0,0,0,0,0,876604672,0,0,0,0,0,0,0,0,0,0,0,25648,0,0,0,0,61793360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261910048,0,38739472,0,0,0,18152584512,0,0,0,0,0,0,0,486062576,0,0,0,2246032,2115842752,0,0,0,0,0,2733259728,0,0,1637808,0,0,0,0,0,0,0,0,0,0,65285152,0,21628592,0,0,0,1099200,0,76540960,0,21984000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4462752,0,0,0,0,0,0,0,0,0,0,196881376,0,5067312,0,0,0,0,0,23885616,0,0,0,0,0,0,0,3664,0,594015008,11365728,0,0,1806352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,0,0,93662832,0,0,0,0,50376336,27688848,0,0,0,0,0,0,0,0,0,0,4462752,0,0,0,0,0,0,11014321088,3634548768,0,0,0,0,0,0,22411823296,0,0,0
1885,0,58624,0,0,70037360,0,0,0,0,0,0,0,0,126745088,28088224,290921600,0,0,0,0,0,0,909686928,0,0,0,0,0,0,0,0,0,0,0,32976,0,0,0,0,70037360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287642320,0,41274960,0,0,0,18822590880,0,0,0,0,0,0,0,535248112,0,0,0,2465872,2195556736,0,0,0,0,0,2894442752,0,0,1637808,0,0,0,0,0,0,0,0,0,0,69663632,0,24325296,0,0,0,1099200,0,84916864,0,25332896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4656944,0,0,0,0,0,0,0,0,0,0,206301520,0,6195824,0,0,0,0,0,25669984,0,0,0,0,0,0,0,7328,0,626613616,12479584,0,0,2257024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58624,0,0,99422640,0,0,0,0,54205216,29733360,0,0,0,0,0,0,0,0,0,0,4656944,0,0,0,0,0,0,11329611952,3906710688,0,0,0,0,0,0,23421731616,0,0,0
1886,0,106256,0,0,78841952,0,0,0,0,0,0,0,0,141639248,30975456,302290992,0,0,0,0,0,0,941790896,0,0,0,0,0,0,0,0,0,0,0,40304,0,0,0,0,78834624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314693632,0,43704192,0,0,0,19490197328,0,0,0,0,0,0,0,586225344,0,0,0,2594112,2274629520,0,0,0,0,0,3057476096,0,0,1637808,0,0,0,0,0,0,0,0,0,0,73759984,0,27351760,0,0,0,1099200,0,93245136,0,28938272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4792512,0,0,0,0,0,0,0,0,0,0,215919520,0,7375632,0,0,0,0,0,27414048,0,0,0,0,0,0,0,14656,0,660043952,13710688,0,0,2740672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106256,0,0,105515872,0,0,0,0,57957152,31818176,0,0,0,0,0,0,0,0,0,0,4792512,0,0,0,0,0,0,11642041232,4194173472,0,0,0,0,0,0,24447461088,0,0,0
